# derived from http://www.medo.jp/anatomy_la.htm
# 0.rb によつて CSV にした．

facies auricularis,耳状面,auricular surface
facies brachialis anterior,前上腕面,anterior surface of arm
facies brachialis lateralis,外側上腕面,lateral surface of arm
facies brachialis medialis,内側上腕面,medial surface of arm
facies brachialis posterior,後上腕面,posterior surface of arm
facies buccalis,頬側面,buccal surface
facies cerebralis,大脳面,cerebral surface
facies costalis,肋骨面,costal surface
facies cruralis anterior,前下腿面,anterior surface of leg
facies cruralis fibularis,外側下腿面,facies cruralis lateralis[L]
facies cruralis lateralis,外側下腿面,facies cruralis fibularis[L]
facies cruralis medialis,内側下腿面,facies cruralis tibialis[L]
facies cruralis posterior,後下腿面,posterior surface of leg
facies cruralis tibialis,内側下腿面,facies cruralis medialis[L]
facies diaphragmatica,横隔面,diaphragmatic surface
facies distalis,遠心面,distal surface
facies externa,外面,external surface
facies femoralis anterior,前大腿面,anterior surface of thigh
facies femoralis lateralis,外側大腿面,lateral surface of thigh
facies femoralis medialis,内側大腿面,medial surface of thigh
facies femoralis posterior,後大腿面,posterior surface of thigh
facies gastrica,胃面,gastric impression
facies glutea,殿筋面,gluteal surface
facies inferior cerebri,大脳下面,inferior surface of cerebrum〈学会用語ではない〉
facies infratemporalis,側頭下面,infratemporal surface
facies interlobaris,葉間面,interlobar surface
facies intestinalis,後面,facies posterior[L]
facies labialis,口唇面,labial surface
facies lateralis,外側面,lateral surface
facies lunata,月状面,lunate surface
facies malleolaris lateralis,外果面,lateral malleolar facet
facies malleolaris medialis,内果面,medial malleolar facet
facies maxillaris,上顎面,maxillary surface
facies medialis,内側面,medial surface
facies medialis cerebri,大脳内側面,--
facies mediastinalis,縦隔面,mediastinal suface
facies mesialis,近心面,mesial surface
facies nasalis,鼻腔面,--
facies palatina,口蓋面,--
facies patellaris,膝蓋面,patellar surface
facies pelvica,前面,pelvic surface
facies poplitea,膝窩面,popliteal surface
facies posterior,背側面,posterior surface
facies posterior palpebrae,眼瞼後面,posterior surface of eyelid
facies pulmonalis dextra,右肺面,right pulmonary surface
facies pulmonalis sinistra,左肺面,left pulmonary surface
facies sacropelvica,仙骨盤面,sacropelvic surface
facies sternocostalis,胸肋面,sternocostal surface〈＝前面〉
facies superior,上面,superior facet
facies superolateralis cerebri,大脳上外側面,--
facies superolateralis hemispherii cerebri,大脳上外側面,superolateral face of cerebral hemisphere
facies urethralis,尿道面,urethral surface
facies visceralis,臓側面,visceral surface
falx,鎌,falx[E][L]【鎌】/pl falcis/
falx cerebelli,小脳鎌,--
falx cerebri,大脳鎌,--
falx inguinalis,鼠径鎌,inguinal falx
falx septi,中隔鎌,--
fascia,筋膜,fascia[E][L]【筋膜】/pl fasciae/
fascia abdominis,腹部筋膜,abdominal fascia
fascia abdominis visceralis,腹部の腹壁筋膜,visceral abdominal fascia
fascia antebrachii,前腕筋膜,antebrachial fascia
fascia brachii,上腕筋膜,brachial fascia
fascia buccopharyngea,頬咽頭筋膜,buccopharyngeal fascia
fascia cervicalis/*fascia colli,頚筋膜,cervical fascia
fascia clavipectoralis,鎖骨胸筋筋膜,clavipectoral fascia
fascia clitoridis,陰核筋膜,fascia of clitoris
fascia cremasterica,精巣挙筋膜,cremasteric fascia
fascia cribrisa,篩状筋膜,cribriform fascia
fascia deltoidea,三角筋膜,deltoid fascia
facies diaphragmatica,横隔面,diaphragmatic surface
fascia dorsalis manus,手背筋膜,dorsal fascia of hand
fascia dorsalis pedis,足背筋膜,dorsal fascia of foot
fascia endopelvina,骨盤内筋膜,endopelvic fascia
fascia endothoracica,胸内筋膜,endothoracic fascia
fascia extroperitonealis,腹膜外筋膜,extroperitoneal fascia
fascia iliaca,腸骨筋筋膜,iliac fascia
fascia iliopsoas,腸腰筋筋膜,iliopsoas fascia
fascia infraspinata,棘下筋膜,infraspinous fascia
fascia investiens perinei superficialis,浅会陰筋膜,fascia oerinei[L]
fascia lata,大腿筋膜,fascia lata
fascia masseterica,咬筋筋膜,masseteric fascia
fasciae musculares,眼筋筋膜,muscular fascia
fascia musculi piriformis,梨状筋筋膜,piriform fascia
fascia nuchae,項筋膜,nuchal fascia
fascia obturatoria,閉鎖筋膜,obturator fascia
fascia obturatoria,閉鎖筋膜,obturator fascia
fasciae orbitales,眼窩筋膜,orbital fascia
fascia parotidea,耳下腺筋膜,parotid fascia
fascia pectoralis,胸筋筋膜,pectoral fascia
fascia pelvis/*fascia pelvica,骨盤部の筋膜,pelvic fascia
fascia pelvis parietalis,壁側骨盤筋膜,parietal pelvic fascia
fascia penis profunda,深陰茎筋膜,deep fascia of penis
fascia perinei,浅会陰筋膜,fascia investiens perinei superficialis[L]
fascia pharyngobasilaris,咽頭頭底板,pharyngobasilar fascia
fascia precaecocolica,盲結腸前筋膜,precaecocolic fascia
fascia presacralis,仙骨前筋膜,presacral fascia
fascia rectoprostatica,直腸前立腺筋膜,♂
fascia rectosacralis,直腸仙骨筋膜,rectosacral fascia
fascia rectovaginalis,直腸膣筋膜,♀
fascia renalis,腎被膜,renal fascia
fascia supraspinata,棘上筋膜,supraspinous fascia
fascia temporalis,側頭筋膜,temporal fascia
fascia transversalis,横筋筋膜,transverse fascia
fascia visceralis,臓側筋膜,visceral fascia
fasciculus,束,bundle
fasciculus anterior,前束,anterior fascicle
fasciculus arcuatus,上縦束,fasciculus longitudinalis superior[L]
fasciculus atrioventricularis,房室束,atrioventricular bundle
fasciculus ciliaris,瞼縁束,ciliary bundle
fasciculus cuneatus,楔状束,cuneate fasciculus
fasciculus gracilis,薄束,gracile fasciculus
fasciculus longitudinalis dorsalis,背側縦束,dorsal longitudinal fasciculus
fasciculus longitudinalis inferior,下縦束,inferior longitudinal fasciculus
fasciculus longitudinalis medialis,内側縦束,medial longitudinal fasciculus
fasciculus longitudinalis posterior,後縦束,posterior longitudinal fasciculus
fasciculus longitudinalis superior,上縦束,fasciculus arcuatus[L]
fasciculi occipitales horizontales,水平後頭束,transverse occipital fasciculi[pl]
fasciculi occipitales verticales,垂直後頭束,vertical occipital fasciculi[pl]
fasciculus peduncularis,脚束,fasciculus peduncularis
fasciculus posterior,後束,posterior fascicle
fasciculus posterior,後神経束,posterior cord
fasciculus subcallosus,梁下束,subcallosal fasciculus〈＝上後頭前頭束〉
fasciculus uncinatus,鈎状束,uncinate fasciculus
femur,大腿骨,thigh
fenestra ovalis,卵円窓,oval window
fibrae arcuatae cerebri,弓状線維,arcuate fiber
fibrae arcuatae externae posteriores,後外弓状線維,dorsal external arcuate fiber
fibra associationis,連合線維,association fiber
fibrae associationis telencephali,終脳内の連合神経,association fibres of telencephalon[pl]
fibrae circulares,輪状線維,circular fiber
fibrae corporis callosi,脳梁線維,corpus callosum fiber
fibrae commissurales telencephali,終脳交連線維[群],commissural fibres of telencephalon[pl]
fibrae intercrurales,脚間線維,intercrural fiber
fibrae lentis,水晶体線維,lens fiber
fibrae linguales,舌状回線維,lingual fiber
fibrae longitudinales,縦走線維,longitudinal fibers[pl]
fibrae pontocerebellares,橋小脳線維,pontocerebellar fibers[pl]
fibrae postcommissurales,交連後線維,postcommissural fibers[pl]
fibrae precommissurales,交連前線維,precommissural fibers[pl]
fibrae radiales,放線状線維,radial fibers[pl]
fibrae tectoreticulares,視蓋網様体線維,tectoreticular fibers[pl]
filum terminale,終糸,terminal filum
filum terminale externum,外終糸,filum terminale externum
fimbria hippocampi,海馬采,fimbria of hippocampus
fimbriae tubae,卵管采,fimbriae of uterine tube[pl]
fissura,裂,fissure
fissura anterior inferior,前下裂,anterior inferior fissure
fissurae cerebelli,小脳裂,cerebellar fissure
fissura choroidea,脈絡裂,choroidal fissure
fissura horizontalis,水平裂,horizontal fissure
fissura intercruralis,脚間裂,intercrural fissure
fissura intrabiventralis,二腹小葉内裂,intrabiventral fissure
fissura ligamenti venosi,静脈管索裂,fissure for ligamentum venosum
fissura longitudinalis cerebri,大脳縦裂,cerebral longitudinal fissure
fissura lunogracilis,薄月状裂,lunogracile fissure
fissura mediana anterior,前正中裂,anterior median fissure//ventral median fissure
fissura obliqua,斜裂,oblique fissure
fissura petrooccipitalis,錐体後頭裂,petro-occipital fissure
fissura petrotympanica,錐体鼓室裂,petrotympanic fissure
fissura portalis principalis,主門裂,main portal fissure
fissura posterolateralis,後外側裂,posterolateral fissure
fissura precentralis,中心小葉前裂,precentral fissure
fissura pterygomaxillaris,翼上顎裂、蝶顎裂,pterygomaxillary fissure [略 Ptm]
fissura sphenopetrosa,蝶錐体裂,petrosphenoidal fissure//sphenopetrosal fissure
fissura tonsillaris,扁桃裂,tonsillar cleft
fissura transversa cerebri,大脳横裂,cerebral transverse fissure
fissura tympanomastoidea,鼓室乳突裂,tympanomastoid fissure
fissura tympanosquamosa,鼓室鱗裂,tympanosquamous fissure
fissura umbilicalis,臍裂,umbilical fissure
flexura,曲,flexure
flexura anorectalis,肛門会陰曲,anorectal flexure
flexura coli sinistra,左結腸曲,flexura coli splenica[L]
flexura coli splenica,左結腸曲,flexura coli sinistra[L]
flexura duodeni inferior,下十二指腸曲,inferior duodenal flexure
flexura duodenojejunalis,十二指腸空腸曲,duodenojejunal flexure
flexura intermedia lateralis,外側中間曲、外側中間左曲,intermediate lateral flexure
flexurae laterales,外側曲,lateral flexure
flexura superior inferioris,外側下曲、外側下右曲,inferior lateral flexure
flexura perinealis,会陰曲,perineal flexure
flexura sacralis,仙骨曲,sacral flexure
folia cerebelli,小脳回,--
folium,葉,--
folium intergeniculatum,膝状体間葉、膝状体間小葉,intergeniculate leaf
folium vermis,虫部葉,--
folliculus,小胞,follicle
folliculus dentis,歯小嚢,--
folliculus pili,毛包,hair follicle
fonticuli cranii,頭蓋泉門,fontanelles
fonticulus anterior,大泉門,anterior fontanelle
fonticulus mastoideus,後側頭泉門,mastoid fontanelle
fonticulus posterior,小泉門,posterior fontanelle
fonticulus sphenoidalis,前側頭泉門,sphenoidal fontanelle
formatio reticularis,網様体,reticular formation
formatio reticularis spinalis,脊髄網様体,spinal reticular formation
foramen,孔,foramen
foramen alveolare,歯槽孔,alveolar foramen〈複 foramina alveolaria〉
foramen alveolare inferius,下歯槽孔,inferior alveolar foramen
foramen alveolare superius,上歯槽孔,superior alveolar foramen
foramen caecum,盲孔,foramen caecum
foramen caecum linguae,舌盲孔,foramen caecum of tongue
foramen costotransversarium,肋横突孔,costotransverse foramen
foramina cribrosa,篩板孔,cribriform foramen
foramen ethmoidale,篩骨孔,ethmoidal foramen〈複 foramina ethmoidalia〉
foramen ethmoidale posterius,後篩骨孔,posterior ethmoidal foramen
foramen frontale,前頭孔,frontal foramen
foramen infraorbitale,眼窩下孔,infraorbital foramen
foramen interventriculare,室間溝,interventricular foramen
foramen intervertebrale,椎間孔,intervertebral foramen
foramina intervertebralia,椎間孔,intervertebral foramina[pl]〈単 foramen intervertebrale〉
foramen ischiadicum majus,大坐骨孔,greater schiatic foramen
foramen ischiadicum minus,小坐骨孔,lesser schiatic foramen
foramen jugulare,頚静脈孔,jugular foramen
foramen lacerum,破裂孔,foramen lacerum
foramen mandibulae,下顎孔,mandibular foramen
foramen mastoideum,乳突孔,mastoid foramen
foramen mentale,オトガイ孔,mental foramen
foramina nasalia,鼻骨孔,nasal foramen
foramina nervosa,神経孔,foramina nervosa
foramen nutricium,栄養孔,nutrient foramen
foramen obturatum,閉鎖孔,obturator foramen
foramen ovale,卵円孔,oval foramen 
foramina papillaria,乳頭孔,openings of papillary ducts[pl]
foramen parietale,頭頂孔,parietal foramen
foramen palatinum majus,大口蓋孔,greater palatine foramen
foramina palatina minora,小口蓋孔,lesser palatine foramen
foramen petrosum,錐体孔,petrosal foramen
foramen radicis dentis,歯根尖孔,--
foramen rotundum,正円孔,round foramen
foramina sacralia anteriora,前仙骨孔,anterior sacral foramen
foramina sacralia posteriora,後仙骨孔,posterior sacral foramen
foramen sphenopalatinum,蝶口蓋孔,sphenopalatine foramen
foramen spinosum,棘孔,spinous foramen
foramen stylomastoideum,茎乳突孔,stylomastoid foramen
foramen supraorbitalis,眼窩上孔,supraorbital foramen
foramen thyroideum,甲状孔,thyroid foramen
foramen costotransversarium,肋横突孔,costotransverse foramen
foramen venae cavae,大静脈孔,caval opening
foramina venarum minimarum,細小静脈孔,openings of smallest cardiac veins[pl]
foramen zygomaticofaciale,頬骨顔面孔,zygomaticofacial foramen
foramen zygomaticoorbitale,頬骨眼窩孔,zygomatico-orbital foramen
foramen zygomaticotemporale,頬骨側頭孔,zygomaticotemporal foramen
formatio,構成,formation
formatio reticularis,網様体,reticular formation
formatio reticularis spinalis,脊髄網様体,spinal reticular formation
fornix,1.円蓋；2.脳弓,fornix
fornix conjunctivae inferior,下結膜円蓋,inferior conjunctival fornix
fornix conjunctivae superior,上結膜円蓋,superior conjunctival fornix
fornix gastricus,胃円蓋,fornix of stomach
fornix pharyngis,咽頭円蓋,fornix of pharynx
fornix sacci lacrimalis,涙嚢円蓋,fornix of lacrimal sac
fornix vaginae,膣円蓋,vaginal fornix
fossa,窩,fossa
fossa acetabuli,寛骨臼窩,acetabular fossa
fossa axillaris,腋窩,axillary fossa
fossa canina,犬歯窩,canine fossa
fossa cerebellaris,小脳窩,cerebellar fossa
fossa cerebralis,大脳窩,cerebral fossa
fossa coronoidea,鈎突窩,coronoid fossa
fossa cranii anterior,前頭蓋窩,anterior cranial fossa
fossa cranii media,中頭蓋窩,middle cranial fossa
fossa cranii posterior,後頭蓋窩,posterior cranial fossa
fossa cubitalis,肘窩,cubital fossa
fossa digastrica,二腹筋窩,digastric fossa
fossa epigastrica,ミズオチ,epigastric fossa
fossa hyaloidea,硝子体窩,hyaloid fossa
fossa hypophysialis,下垂体窩,pituitary fossa
fossa iliaca,腸骨窩,iliac fossa
fossa incisiva,切歯窩,incisive fossa
fossa incudis,キヌタ骨窩,fossa for incus
fossa infraclavicularis,鎖骨下窩,infraclavicular fossa
fossa infraspinata,棘上窩,infraspinatus fossa 
fossa infratemporalis,側頭下窩,infratemporal fossa
fossa inguinalis lateralis,外側鼠径窩,lateral inguinal fossa
fossa inguinalis medialis,内側鼠径窩,medial inguinal fossa
fossa intercondylaris,顆間窩,intercondylar fossa
fossa ischioanalis,坐骨肛門窩,ischio-anal fossa
fossa ischiorectalis,坐骨直腸窩,ischiorectal fossa
fossa jugularis,頚静脈窩,jugular fossa
fossa malleoli lateralis,外果窩,malleolar fossa
fossa mandibularis,下顎窩,mandibular fossa
fossa navicularis urethrae,尿道舟状窩,navicular fossa
fossa olecrani,肘頭窩,olecranon fossa//olecranial fossa
fossa ovalis,卵円窩,oval fossa
fossa ovarica,卵巣陥凹,ovarian fossa
fossa pararectalis,直腸傍陥凹,pararectal fossa
fossa poplitea,膝窩,popliteal space
fossa pterygoidea,翼突窩,pterygoid fossa
fossa pterygopalatina,翼口蓋窩,pterygopalatine fossa
fossa radialis,橈骨窩,radial fossa
fossa rhomboidea,菱形窩,rhomboid fossa
fossa scaphoidea,舟状窩,fossa navicularis[L]†
fossa subscapularis,肩甲下窩,subscapular fossa
fossa supraspinata,棘上窩,supraspinatus fossa
fossa supratonsillaris,扁桃上窩,supratonsillar fossa
fossa radialis,橈骨窩,radial fossa
fossa retromolaris,臼後窩,retromolar fossa
fossa temporalis,側頭窩,temporal fossa
fossa triangularis,三角窩,triangular fossa
fossa trochanterica,転子窩,trochanteric fossa
fossa vestibuli vaginae,膣前庭窩,vestibular fossa
fossura petrosa,錐体小窩,petrosal fossura
fovea,窩,fovea[E][L]【窩】
fovea capitis femoris,大腿骨頭窩,fovea of head of femur
fovea centralis,中心窩,central fovea
fovea costalis inferior,下肋骨窩,inferior costal facet
fovea costalis processus transversi,横突肋骨窩,transverse costal facet
fovea costalis superior,上肋骨窩,superior costal facet
fovea dentis,歯突起窩,facet for dens
fovea distalis,遠心小窩,distal fovea
fovea mesialis,近心小窩,mesial fovea
fovea pterygoidea,翼突筋窩,pterygoid fovea
fovea sublingualis,舌下腺窩,sublingual fovea
fovea submandibularis,顎下腺窩,submandibular fossa
fovea trochlearis,滑車窩,--
foveola,小窩,pit
foveola coccygea,尾骨窩,coccygeal foveola
foveolae gastricae,胃小窩,gastric pit
frenulum,小帯,frenulum[E][L]【小帯】
frenulum buccae,頬小帯,frenulum of cheek
frenulum clitoridis,陰核小帯,frenulum of clitoris
frenulum labii inferioris,下唇小帯,inferior labial frenulum†
frenulum labii superioris,上唇小帯,superior labial frenulum†
frenulum labiorum pudendi,陰唇小帯,frenulum of labia minora//fourchette
frenulum linguae,舌小帯,frenulum of tongue
frenulum ostii ilealis,回腸口小帯,frenulum of ileal orifice
frenulum preputii,包皮小帯,frenulum of prepuce
frenulum valvae ileocecalis,回盲弁小帯,frenulum of ileocecal valve
frenulum veli,帆小帯,frenulum veli[E][L]【帆小帯】
frenulum veli medullaris superioris,上髄帆小帯,frenulum of superior medullary velum
fundus,底,fundus
fundus gastricus,胃底,fundus of stomach
fundus meatus acustici interni,内耳道底,--
fundus oculi,眼底,ocular fundus
fundus uteri,子宮底,fundus of uterus
fundus ventriculi,=fundus gastricus,
fundus vesicae biliaris,胆嚢底,fundus of gallbladder
fundus vesicae urinariae,膀胱底,vesical fundus
funiculus,帯|索|束,funiculus
funiculus anterior,前索,ventral funiculus
funiculus posterior,後索,dorsal funiculus
funiculus proprius posterior,後索固有束,dorsal funiculus proprius
funiculus spermaticus,精索,spermatic cord
funiculus umbilicalis,臍帯,umbilical cord
,,
,,
ganglion,神経節,ganglion
ganglion autonomicum,神経節,ganglion autonomic
ganglia aorticorenalia,大動脈腎動脈神経節,aorticorenal ganglia[pl]
ganglia cardiaca,心臓神経節,cardiac ganglion
ganglion cervicale medium,中頚神経節,middle cervical ganglion
ganglion cervicale superius,上頚神経節,superior cervical ganglion
ganglion cervicothoracicum,頚胸神経節,cervicothoracic ganglion〈＝ganglion stellatum〉
ganglion ciliare,毛様体神経節,ciliary ganglion
ganglion cochleare,蝸牛神経節,cochlear ganglion〈＝ラセン神経節〉
ganglia coeliaca,腹腔神経節,coeliac ganglion〈単 ganglion〉
ganglion geniculi,膝神経節,geniculate ganglion
ganglion impar,不対神経節,ganglion impar
ganglion inferius,下神経節,--
ganglia intermedia,中間神経節,intermediate ganglion
ganglia lumbalia,腰神経節,lumbar ganglion
ganglion mesentericum inferius,下腸間膜動脈神経節,inferior mesenteric ganglion
ganglion mesentericum superius,上腸間膜動脈神経節,superior mesenteric ganglion
ganglion opticum,耳神経節,--
ganglia pelvica,骨盤神経節,pelvic ganglia[pl]
ganglia phrenica,横隔神経節,--
ganglion pterygopalatinum,翼口蓋神経節,pterygopalatine ganglion
ganglion renalis,腎神経節,--
ganglia sacralia,仙骨神経節,sacral ganglia[pl]
ganglion spinale,脊髄神経節,--
ganglion spirale cochleae,ラセン神経節,spiral ganglion
ganglion stellatum,星状神経節,stellate ganglion〈＝ganglion cervicothoracicum〉
ganglion sublinguale,舌下神経節,sublingual ganglion
ganglion submandibulare,顎下神経節,submandibular ganglion
ganglion superius,上神経節,--
ganglion terminale,終神経節,--
ganglia thoracica,胸神経節,thoracic ganglion
ganglion thoracicum splanchnicum,内臓神経神経節,thoracic splanchnic ganglion
ganglion trigeminale,三叉神経節,--
ganglia thoracica,胸神経節,thoracic ganglia
ganglion trigeminale,三叉神経節,trigeminal ganglion
ganglia trunci sympathici,交感幹神経節|幹神経節,sympathetic trunk ganglion
ganglion tympanicum,鼓室神経節,tympanic ganglion
ganglion vertebrale,椎骨動脈神経節,vertebral ganglion
ganglion vestibulare,前庭神経節,vestibular ganglion
gaster,胃,??[L]
genu,膝,knee
genu corporis callosi,脳梁膝,genu of corpus callosum
genu nervi facialis,顔面神経膝,genu of facial nerve
glandula,腺,gland
glandulae areolares,乳輪腺,areolar glands[pl]//Montgomery's gland†
glandulae buccales,頬腺,buccal gland
glandula bulbo-urethralis,尿道球腺,bulbo-urethral gland
glandulae cardiacae,噴門腺,cardiac gland
glandula ceruminosa,耳道腺,ceruminous gland
glandulae cervicales,子宮頚腺,cervical glands[pl]
glandulae ciliares,睫毛腺,ciliary gland
glandula circumanalis,肛門周囲腺,circumanal gland
glandulae conjunctivales,結膜腺,conjunctival gland
glandulae duodenales,十二指腸腺,duodenal gland
glandulae gastricae propriae,固有胃腺,principal gastric gland
glandulae intestinales,腸腺,intestinal gland
glandulae labiales,口唇腺,labial gland
glandula lacrimalis,涙腺,lacrimal gland
glandulae lacrimales accessoriae,副涙腺,accessory lacrimal gland
glandulae laryngeales,喉頭腺,laryngeal gland
glandulae linguales,舌腺,lingual gland
glandula mammaria,乳腺,lacteal gland†
glandulae molares,臼歯腺,molar gland
glandula mucosa,粘液腺,mucous gland
glandulae oesophageae,食道腺,esophageal gland
glandulae olfactoriae,嗅腺,olfactory gland
glandulae oris,口腔腺,gland of mouth
glandulae parathyroideae accessoriae,副上皮小体、副副甲状腺,accessory parathyroid glands[pl]
glandula parathyroidea inferior,下上皮小体、下副甲状腺,inferior parathyroid gland
glandula parathyroidea superior,上上皮小体、上副甲状腺,superior parathyroid gland
glandula parotis,耳下腺,parotid gland
glandula parotidea accessoria,副耳下腺,accessory parotid gland
glandulae pharyngeae,咽頭腺,pharyngeal glands[pl]
glandula pinealis,松果体,pineal gland
glandula pituitaria,下垂体,pituitary gland
glandulae palatinae,口蓋腺,palatine glands[pl]
glandulae preputiales,包皮腺,preputial gland//gland of Tyson†
glandulae pyloricae,幽門腺,pyloric gland
glandulae sebaceae,脂腺、皮脂腺†,sebaceous glands[pl]
glandula seminalis,精嚢腺,seminal gland
glandula seromucosa,混合腺,seromucous gland
glandula serosa,漿液腺,serous gland
glandula sublingualis,舌下腺,sublingual gland
glandula submandibularis,顎下腺,submandibular gland
glandula suprarenalis,副腎、腎小体,adrenal gland
glandula sudorifera,汗腺,sweat gland//sudoriferous gland†//sudoriparous gland†
glandula suprarenalis,副腎,adrenal gland
glandulae tarsales,瞼板腺,tarsal gland
glandula thyroidea,甲状腺,e
glandulae tubariae,耳管腺,tubal gland
glandula urethralis,尿道腺,urethral gland
glandula uterinae,子宮腺,uterine gland
glandula vesiculosa,精嚢腺,seminal gland
glandula vestibularis major,大前庭腺,greater vestibular gland
glandula vestibularis minor,小前庭腺,lesser vestibular gland
glans clitoridis,陰核亀頭,glans of clitoris
glans penis,陰茎亀頭,glans of penis
globus,球,globus
globus pallidus medialis,淡蒼球内節,globus pallidus internal segment
glomerulus,(腎)糸球体,[E][L]
glomus,糸球,glomus
glomus caroticum,頚動脈小体,carotid body
glomus jugulare,頚静脈小体,tympanic body
glottis,声門,glottis
gyrus,回,pl gyri
gyrus angularis,角回,angular gyrus
gyrus cinguli,帯状回,cingulate gyrus
gyrus dentatus,歯状回,dentate gyrus
gyrus frontalis inferior,下前頭回,inferior frontal gyrus
gyrus frontalis medialis,内側前頭回,medial frontal gyrus
gyrus frontalis medius,中前頭回,middle frontal gyrus
gyrus frontalis superior,上前頭回,superior frontal gyrus
gyrus lingualis,舌状回,lingual gyrus
gyrus parahippocampalis,海馬傍回,parahippocampal gyrus
gyrus precentralis,中心前回,precentral gyrus
gyrus rectus,直回,straight gyrus
gyrus supramarginalis,縁上回,supramarginal gyrus
gyrus temporalis inferior,下側頭回,inferior temporal gyrus
gyrus temporalis medius,中側頭回,middle temporal gyrus 
gyrus temporalis superior,上側頭回,superior temporal gyrus
,,
,,
habenula,手綱,habenula
hamulus,鈎,pl hamuli
hamulus lacrimalis,涙骨鈎,lacrimal hamulus
hamulus laminae spiralis,ラセン板鈎,hamulus of spiral lamina
hamulus ossis hamati,有鈎骨鈎,hook of hamate
hamulus pterygoideus,翼突鈎,pterygoid hamulus
helicotrema,蝸牛孔,helicotrema
helix,耳輪|ラセン,helix
hemispherium,半球,hemisphere
hemispherium cerebri,大脳半球,cerebral hemisphere
hemispherium cerebelli,小脳半球,cerebellar hemisphere†
hiatus,裂孔,[E][L]
hiatus adductorius,内転筋腱裂孔|腱裂孔,adductor hiatus
hiatus aorticus,大動脈裂孔,aortic opening†
hiatus canalis nervi petrosi majoris,大錐体神経管裂孔,hiatus for greater petrosal nerve
hiatus canalis nervi petrosi minoris,小錐体神経管裂孔,hiatus for lesser petrosal nerve
hiatus esophageus,食道裂孔,esophageal hiatus
hiatus maxillaris,上顎洞裂孔,maxillary hiatus
hiatus sacralis,仙骨裂孔,sacral hiatus
hiatus saphenus,伏在裂孔,saphenous opening
hiatus semilunaris,半月裂孔,semilunar hiatus
hiatus urogenitalis,尿生殖裂孔,urogenital hiatus
hilum,門,[E][L]
hilum liene,脾門,splenic hilum
hilum nuclei dentati,歯状核門,--
hilum nuclei olivaris inferioris,下オリーブ核門,--
hilum ovarii,卵巣門,hilum of ovary
hilum pulmonis,肺門,hilum of lung
hilum renale,腎門,hilum of kidney
hilum splenicum,脾門,splenic hilum
hippocampus,海馬,hippocampus[E][L]【海馬】
humerus,上腕骨,humerus[E][L]【上腕骨】
humor,液,humor[E][L]【液】
humor aquosus,眼房水,aqueous humor
hymen,処女膜,[E][L]
hyponychium,下爪皮,[E][L]
hypophysis,下垂体,[E][L]
hypothalamus,視床下部,[E][L]
hypothenar,小指球,eminentia hypothenaris[L]
,,
,,
ileum,回腸,ileum
impressio,圧痕,impression〈複 impressiones〉
impressio cardiaca,心圧痕,cardiac impression
impressio colica,結腸圧痕,colic impression
impressiones digitatae,指圧痕,--
impressio duodenalis,十二指腸圧痕,duodenal impression
impressio (o)esophagea,食道圧痕,esophageal impression
impressio gastrica,胃圧痕,gastric impression
impressio ligamenti costoclavicularis,肋鎖靭帯圧痕,impression for costoclavicular ligament
impressio renalis,腎圧痕,renal impression
impressio suprarenalis,副腎圧痕,suprarenal impression
impressio trigeminalis,三叉神経圧痕,trigeminal impression
incisura,切痕,incisure〈複 incisurae〉
incisura acetabuli,寛骨切痕,acetabular notch
incisura angularis,角切痕,angular incisure
incisura anterior,前切痕,anterior notch
incisura apicis cordis,心尖切痕,notch of cardiac apex
incisura cardiaca pulmonis sinistri,左肺心切痕,cardiac notch of left lung
incisura cardialis,噴門切痕,cardial notch
incisura cartilaginis meatus acustici,外耳道軟骨切痕,notch in cartilage of acoustic meatus
incisura clavicularis,鎖骨切痕,clavicular notch
incisurae costales,肋骨切痕,costal notch
incisura ethmoidalis,篩骨切痕,ethmoidal notch
incisura fibularis,腓骨切痕,fibular notch
incisura frontalis,前頭切痕,frontal notch
incisura interarytenoidea,披裂間切痕,interarytenoid incisure†
incisura intertragica,球間切痕,intertragic notch
incisura ischiadica major,大坐骨切痕,greater schiatic notch
incisura ischiadica minor,小坐骨切痕,lesser schiatic notch
incisura jugularis,頚切痕,jugular notch
incisura lacrimalis,涙嚢切痕,lacrimal notch
incisura ligamenti teretis,肝円索切痕,notch for ligamentum teres
incisura mandibulae,下顎切痕,mandibular notch
incisura mastoidea,乳突切痕,mastoid notch 
incisura nasalis,鼻切痕,nasal notch
incisura pancreatis,膵切痕,pancreatic notch
incisura parietalis,頭頂切痕,parietal notch
incisura preoccipitalis,後頭前切痕,preoccipital notch
incisura pterygoidea,翼突切痕,pterygoid notch notch
incisura radialis,橈骨切痕,radial notch
incisura scapulae,肩甲切痕,scapular notch†
incisura sphenopalatina,蝶口蓋切痕,sphenopalatine notch
incisura supraorbitalis,眼窩上切痕,supraorbital notch
incisura tentorii,テント切痕,incisura of tentorium
incisura terminalis auricularis,分界切痕,terminal notch of auricle
incisura thyroidea inferior,下甲状切痕,inferior thyroid notch
incisura thyroidea superior,上甲状切痕,superior thyroid notch
incisura trochlearis,滑車切痕,trochlear notch
incisura tympanica,鼓膜切痕,tympanic notch
incisura ulnaris,尺骨切痕,ulnar notch
incisura vertebralis,椎切痕,vertebral notch
incisura vertebralis inferior,下椎切痕,inferior vertebral notch
incisura vertebralis superior,上椎切痕,superior vertebral notch
