# derived from http://www.medo.jp/anatomy_la.htm
# 0.rb によつて CSV にした．

M peroneus tertius,第三腓骨筋,third peroneal muscle
M piriformis,梨状筋,piriform muscle†
M plantaris,足底筋,plantar muscle†
M planus,扁平筋,flat muscle〈一般用語〉
M pleuroesophageus,胸膜食道筋,--
M popliteus,膝窩筋,popliteal muscle†
M procerus,鼻根筋,muscle
M pronator teres,円回内筋,muscle
M psoas minor,小腰筋,muscle
M puboanalis,恥骨肛門筋,pubo-analis muscle
M pubococcygeus,恥骨尾骨筋,muscle
M puborectalis,恥骨直腸筋,puborectal muscle†
M pubovesicalis,恥骨膀胱筋,muscle
M pronator teres,円回内筋,--
M pterygoideus lateralis,外側翼筋,--
M pterygoideus medialis,内側翼筋,--
M pyramidalis,錐体筋,pyramidal muscle//pyramidalis muscle
M pyramidalis auriculae,耳介錐体筋,pyramidal muscle of auricle
M quadratus femoris,大腿方形筋,muscle
M quadratus lumborum,腰方形筋,muscle
M quadratus plantae,足底方形筋,muscle
M quadriceps femoris,大腿四頭筋,quadriceps muscle of thigh
M rectococcygeus,直腸尾骨筋,rectococcygeal muscle
M rectourethralis,直腸尿道筋,rectourethral muscle
M rectourethralis inferior,下直腸尿道筋,M. anoperinealis[L]
M rectourethralis superior,上直腸尿道筋,M. rectoperinealis[L]
M rectouterinus,直腸子宮筋,rectouterine muscle
M rectovesicalis,直腸膀胱筋,rectovesical muscle
M rectus abdominis,腹直筋,rectus muscle of abdomen
M rectus capitis anterior,前頭直筋,anterior rectus muscle of head
M rectus capitis lateralis,外側頭直筋,lateral rectus muscle of head
M rectus capitis posterior major,大後頭直筋,muscle
M rectus capitis posterior minor,小後頭直筋,--
M rectus femoris,大腿直筋,rectus muscle of thigh†
M rectus inferior,下直筋,--
M rectus lateralis,外側直筋,--
M rectus superior,上直筋,--
M rectus medialis,内側直筋,medial rectus muscle
M rhomboideus major,大菱形筋,greater rhomboid muscle†
M rhomboideus minor,小菱形筋,lesser rhomboid muscle†
M risorius,笑筋,--
M rotator,回旋筋,rotator muscle
M sacrospinalis,仙棘筋,sacrospinal muscle
M sartorius,縫工筋,--
M scalenus anterior,前斜角筋,anterior scalene
M scalenus medius,中斜角筋,middle scalene
M scalenus minimus,最小斜角筋,muscle
M scalenus posterior,後斜角筋,posterior scalene
M scapularis,肩甲骨下筋,scapular muscle
M semispinalis,半棘筋,muscle
M semispinalis capitis,頭半棘筋,muscle
M semispinalis cervicis//M. semispinalis colli,頚半棘筋,muscle
M semispinalis thoracis,胸半棘筋,muscle
M serratus anterior,前鋸筋,anterior serratus muscle〈＝costoscapularis〉
M serratus posterior inferior,下後鋸筋,muscle
M serratus posterior superior,上後鋸筋,muscle
M soleus,ヒラメ筋,muscle
M sphincter,括約筋,sphincter
M sphincter ani externus,外肛門括約筋,external anal sphincter
M sphincter ani internus,内肛門括約筋,internal anal sphincter
M sphincter ductus pancreatici,膵管括約筋,sphincter of pancreatic duct
M sphincter inferior,下括約筋,inferior sphincter
M sphincter superior,上括約筋,superior sphincter
M sphincter pupillae,瞳孔括約筋,--
M sphincter urethrae externus,外尿道括約筋,external urethral sphincter
M sphincter urethrae internus,内尿道括約筋,internal urethral sphincter
M splenius capitis,頭板状筋,muscle
M splenius cervicis,頚板状筋,--
M spinalis,棘筋,muscle
M spinalis capitis,頭棘筋,muscle
M spinalis cervicis//M. spinalis colli,頚棘筋,muscle
M spinalis thoracis,胸棘筋,muscle
M stapedius,あぶみ骨筋,--
M sternalis,胸骨筋,muscle
M sternocleidomastoideus,胸鎖乳突筋,sternocleidomastoid muscle
M sternohyoideus,胸骨舌骨筋,sternohyoid muscle
M sternothyroideus,胸骨甲状筋,sternothyroid muscle
M styloglossus,茎突舌筋,styloglossal muscle†
M stylohyoideus,茎突舌骨筋,stylohyoid muscle
M stylopharyngeus,茎突咽頭筋,muscle
M subclavius,鎖骨下筋,subclavius muscle
Mm subcostales,肋下筋,subcostal muscle
M subscapularis,肩甲下筋,subscapular muscle
M supinator,回外筋,supinator muscle
M supraspinatus,棘上筋,supraspinous muscle
M suspensorius duodeni,十二指腸提筋,ligamentum suspensorium duodeni[L] /提=てい/
M tarsalis inferior,下瞼板筋,inferior tarsal muscle
M tarsalis superior,上瞼板筋,superior tarsal muscle
M temporalis,側頭筋,temporal muscle
M temporoparietalis,側頭頭頂筋,temporoparietal muscle†
M tensor fasciae latae,大腿筋膜張筋,tensor of fascia lata
M tensor veli palatini,口蓋帆張筋,tensor muscle of palatine velum†
M teres major,大円筋,muscle
M teres minor,小円筋,muscle
Mm thoracis,胸部の筋,--
M thyroarytenoideus,M thyroarytenoideus,M thyroarytenoideus
,甲状披裂筋,thyroarytenoid muscle
M thyroepiglotticus,甲状喉頭蓋筋,muscle
M thyrohyoideus,甲状舌骨筋,e
M thyropharyngeus,甲状咽頭部,pars thyropharyngea[L]
M tibialis anterior,前脛骨筋,anterior tibial muscle†
M tibialis posterior,後脛骨筋,posterior tibial muscle†
Mm linguae,舌筋,lingual muscle†
M trachealis,気管筋,muscle
M tragicus,耳珠筋,tragus muscle
M transversospinalis,横突棘筋,-- 
M transversus abdominis,腹横筋,muscle
M transversus linguae,横舌筋,transverse muscle of tongue
M transversus nuchae,項横筋,muscle
M transversus perinei superficialis,浅会陰横筋,superficial transverse muscle of perineum†
M transversus thoracis,胸横筋,muscle
M trapezius,僧帽筋,--
M triceps brachii,上腕三頭筋,triceps muscle of arm
M triceps surae,下腿三頭筋,triceps muscle of calf
Mm trigoni vesicae,膀胱三角筋,trigonal muscles[pl]
M trigoni vesicae profundus,深膀胱三角筋,deep trigone
M trigoni vesicae superficialis,浅膀胱三角筋,superficial trigone
M unipennatus,半羽状筋,--
M uvulae,口蓋垂筋,uvula muscle
M vastus intermedius,中間広筋,intermediate vastus muscle
M vastus lateralis,外側広筋,lateral vastus muscle
M vastus medialis,内側広筋,muscle
M verticalis linguae,垂直舌筋,vertical muscle of tongue
M vesicovaginalis,直腸膣筋,muscle
M vocalis,声帯筋,muscle
M zygomaticus major,大頬骨筋,greater zygomatic muscle†
M zygomaticus minor,小頬骨筋,lesser zygomatic muscle
macula,斑,macula
maculae cribrisae,篩状斑,[E][L]
macula cribrosa inferior,下篩状斑,[E][L]
macula cribrosa media,中篩状斑,[E][L]
macula cribrosa superior,上篩状斑,[E][L]
macula lutea,黄斑,yellow spot
malleolus lateralis,外果,lateral malleolus
malleolus medialis,内果,medial malleolus
malleus,ツチ骨,malleus
mamma accessoria,副乳|副乳房,accessory breast
mandibula,下顎骨,mandible
manubrium,柄,handle
manubrium mallei,ツチ骨柄,handle of malleus
manubrium sterni,胸骨柄,manubrium of sternum
margo,縁,margin
margo acetabuli,寛骨臼縁,acetabular margin
margo anterior,前縁,anterior border
margo ciliaris,毛様体縁,ciliary margin
margo falciformis,鎌状縁,falciform margin
margo gingivalis,歯肉縁,gingival margin
margo incisalis,切縁,incisal margin
margo inferior,下縁,inferior border
margo infraorbitalis,眼窩下縁,infraorbital border
margo interosseus,骨間縁,interosseous border
margo lacrimalis,涙骨縁,lacrimal margin
margo lateralis,外側縁,lateral border
margo lacrimalis,涙骨縁,lacrimal margin
margo liber,自由縁,free border
margo linguae,舌縁,margin of tongue
margo mesovaricus,間膜縁,mesovarian border
margo mastoideus,乳突縁,mastoid border
margo nasalis,鼻骨縁,nasal margin
margo occipitalis(1),後頭縁,occipital border
margo occipitalis(2),後頭縁,occipital margin
margo occultus,潜入縁,hidden border
margo orbitalis,眼窩縁,orbital margin
margo parietalis,頭頂縁,parietal border
margo posterior,後縁,posterior border
margo pupillaris,瞳孔縁,pupillary margin
margo radialis,橈側縁,radial border
margo sagittalis,矢状縁,sagittal border
margo sphenoidalis,蝶形骨縁,sphenoidal margin
margo squamosus,鱗縁,squamosal margin
margo superior,上縁,superior border
margo supraorbitalis,眼窩上縁,supraorbital margin
margo ulnaris,尺側縁,ulnar border
margo uteri,子宮縁,border of uterus
margo zygomaticus,頬骨縁,zygomatic margin
massa lateralis atlantis,外側塊,lateral mass
matrix unguis,爪床,nail bed
maxilla,上顎骨,maxilla[E][L]【上顎骨】
meatus,道,meatus[E][L]【道】/pl meatus/
meatus acusticus externus,外耳道,external auditory canal
meatus acusticus internus,内耳道,internal acoustic meatus
meatus nasi communis,総鼻道,common nasal meatus
meatus nasi inferior,下鼻道,inferior nasal meatus
meatus nasi medius,中鼻道,middle meatus of nose
meatus nasi superior,上鼻道,superior nasal meatus
meatus nasopharyngeus,鼻咽道,nasopharyngeal meatus
mediastinum,縦隔,mediastinum[E][L]【縦隔】
mediastinum anterius,前縦隔,anterior mediastinum
mediastinum inferius,下縦隔,inferior mediastinum
mediastinum medium,中縦隔,middle mediastinum
mediastinum posterius,後縦隔,posterior mediastinum
mediastinum superius,上縦隔,superior mediastinum
mediastinum testis,精巣縦隔,mediastinum of testis
medulla,髄|髄質,medulla[E][L]【髄|髄質】/pl medullae/
medulla oblongata,延髄,medulla oblongata[E][L]【延髄】
medulla ossium,骨髄,bone marrow
medulla ossium flava,黄色骨髄,yellow bone marrow
medulla ossium rubra,赤色骨髄,red bone marrow
medulla renis,腎髄質,renal medulla
medulla spinalis,脊髄,--
membrana,膜,membrane
membrana fibroelastica laryngis,喉頭弾性膜,fibro-elastic membrane of larynx
membrana interossea antebrachii,前腕骨間膜,interosseous membrane of forearm
membrana interossea cruris,下腿骨間膜,interosseous membrane of leg
membrana perinei,会陰膜,perineal membrane
membrana properia ductus semicircularis,半規管固有膜,proper membrane of semicircular duct
membrana quadrangularis,四角膜,quadrangular membrane
membrana reticularis,網状膜,reticular membrane
membrana stapedialis,アブミ骨膜,stapedial membrane
membrana synovialis superior,上滑膜,superior synovial membrane
membrana tectoria,蓋膜,tectorial membrane
membrana thyroideum,甲状舌骨膜,thyroid membrane
membrana vestibularis,前庭膜,vestibular membrane
membrana vitrea,硝子体膜,hyaloid membrane
membrum,肢,limb
membrum inferius,下肢,lower limb
membrum superius,上肢,upper limb
meninx,髄膜,meninx[E][L]【髄膜】/pl meninges/
meniscus articularis,関節半月,meniscus
meniscus lateralis,外側半月,lateral meniscus
meniscus medialis,内側半月,medial meniscus
mesencephalon,中脳,midbrain〈mesencephalic a.〉
mesenterium,腸間膜,mesentery
mesoappendix,虫垂間膜,mesoappendix
mesocolon,結腸間膜,mesocolon
mesocolon ascendens,上行結腸間膜,ascending mesocolon
mesocolon descendens,下行結腸間膜,descending mesocolon
mesocolon sigmoideum,Ｓ結腸間膜,sigmoid mesocolon
mesocolon transversum,横行結腸間膜,transverse mesocolon
mesogastrium,胃間膜,--
mesometrium,子宮間膜,--
mesorchium,精巣間膜,--
mesosalpinx,卵管間膜,--
mesovarium,卵巣間膜,--
metathalamus,視床後部,--
metencephalon,後脳,afterbrain
modiolus cochleae,蝸牛軸,modiolus
mons,丘,mons
mons pubis,恥丘,pubic mound†
musculus,筋肉、～筋 ,muscle〈複 musculi〉
myelencephanon,髄脳,--
myocardium,心筋層,--
myology,筋学,--
myometrium,子宮筋層,--
,,
,,
N abducens,外転神経,abducens nerve//cranial nerve XI
N accessorius,副神経,accessory nerve//eleventh cranial nerve [第11脳神経]
N alveolaris inferior,下歯槽神経,inferior alveolar nerve
Nn alveolares superior posterior,後上歯槽神経,posterior superior dental nerve
N ampullaris anterior,前膨大部神経,anterior ampullary nerve
N ampullaris lateralis,外側膨大部神経,lateral ampullary nerve
N ampullaris posterior,後膨大部神経,posterior ampullary nerve//inferior ampullary nerve†
Nn anales inferiores,下肛門神経,inferior anal nerves[pl]
Nn anales superiores,上肛門神経,superior anal nerve
Nn auriculares anteriores,前耳介神経,anterior auricular nerve
N auricularis magnus,大耳介神経,great auricular nerve
N auricularis posterior,後耳介神経,posterior auricular nerve
N auriculotemporalis,耳介側頭神経,auriculotemporal nerve 
N autonomicus,自律神経,autonomic nerve
N axillaris,腋窩神経,axillary nerve//circumflex nerve
N buccalis,頬筋神経,buccinator nerve//buccal nerve//long buccal nerve
N canalis pterygoidei,翼突管神経,nerve of pterygoid canal
N cardiacus cervicalis superior,上頚心臓神経,superior cervical cardiac nerve
Nn cardiaci thoracici,胸心臓神経,thoracic cardiac nerve
Nn caroticotympanici,頚鼓神経,caroticotympanic nerve
Nn carotici externi,外頚動脈神経,external carotid nerve
N caroticus internus,内頚動脈神経,internal carotid nerve
Nn cavernosi clitoridis,陰核海綿体神経,cavernous nerve of clitoris
Nn cavernosi penis,陰茎海綿体神経,cavernous nerve of penis
Nn cervicales,頚神経,cervical nerve
Nn ciliares breves,短毛様体神経,short ciliary nerve
Nn ciliares longi,長毛様体神経,long ciliary nerve
Nn clunium medii,中殿皮神経,medial clunial nerves[pl]
N coccygeus,尾骨神経,coccygeal nerve
N cochlearis,蝸牛神経,nerve of hearing
N cranialis,脳神経,cranial nerve
N curvaturae minoris anterior,前小彎神経,anterior nerve of lesser curvature
N cutaneus,皮神経,cutaneous nerve
N cutaneus antebrachii lateralis,外側前腕皮神経,lateral cutaneous nerve of forearm
N cutaneus antebrachii medialis,内側前腕皮神経,medial cutaneous nerve of forearm
N cutaneus antebrachii posterior,後前腕皮神経,posterior antebrachial cutaneous nerve
N cutaneus brachii lateralis inferior,下外側上腕皮神経,inferior lateral brachial cutaneous nerve
N cutaneus brachii medialis,内側上腕皮神経,nerve of Wrisberg
N cutaneus brachii posterior,後上腕皮神経,posterior brachial cutaneous nerve 
N cutaneus dorsalis intermedius,中間足背皮神経,intermediate dorsal cutaneous nerve of foot
N cutaneus dorsalis lateralis,外側足背皮神経,lateral dorsal cutaneous nerve of foot
N cutaneus femoris lateralis,外側大腿皮神経,lateral femoral cutaneous nerve
N cutaneus femoris posterior,後大腿皮神経,small sciatic nerve†
N cutaneus surae lateralis,外側腓腹皮神経,lateral cutaneous nerve of calf†
N cutaneus surae medialis,内側腓腹皮神経,medial cutaneous nerve of calf
Nn digitales dorsales pedis,足背指神経,dorsal digital nerve of foot
N dorsalis clitoridis,陰核背神経,dorsal nerve of clitoris//dorsal clitoral nerve
N dorsalis penis,陰茎背神経,dorsal nerve of penis//dorsal penile nerve
N dorsalis scapulae,肩甲背神経,dorsal scapular nerve//dorsal nerve of scapula+%//posterior scapular nerve+%
Nn erigentes,勃起神経,--
N ethmidalis anterior,前篩骨神経,anterior ethmoidal nerve
N ethmidalis posterior,後篩骨神経,posterior ethmoidal nerve
N facialis,顔面神経,facial nerve
N femoralis,大腿神経,anterior crural nerve
N fibularis communis,総腓骨神経,common peroneal nerve
N fibularis profundus,深腓骨神経,deep peroneal nerve
N fibularis superficialis,浅腓骨神経,superficial peroneal nerve
N frontalis,前頭神経,frontal nerve
N genitofemoralis,陰部大腿神経,genitocrural nerve†
N glossopharyngeus,舌咽神経,glossopharyngeal nerve
N gluteus inferior,下殿神経,inferior gluteal nerve
N gluteus superior,上殿神経,superior gluteal nerve
N hypogastricus,下腹神経,hypogastric nerve
N hypoglossus,舌下神経,cranial nerve XII
N iliohypogastricus,腸骨下腹神経,iliohypogastric nerve
N ilioinguinalis,腸骨鼠径神経,ilio-inguinal nerve
N infraorbitalis,眼窩下神経,infraorbital nerve
N infratrochlearis,滑車下神経,infratrochlear nerve
Nn intercostales,肋間神経,intercostal nerve
N intermedius,中間神経,intermediary nerve
N interosseus cruris,下腿骨間神経,crural interosseous nerve
N interosseus antebrachii posterior,後前腕骨間神経|後骨間神経,posterior interosseous nerve
N ischiadicus,坐骨神経,sciatic nerve
N jugularis,頚静脈神経,jugular nerve
Nn labiales anteriores,前陰唇神経,anterior labial nerve
Nn labiales posteriores,後陰唇神経,posterior labial nerve
N lacrimalis,涙腺神経,lacrimal nerve
N laryngeus inferior,下喉頭神経,inferior laryngeal nerve
N laryngeus superior,上喉頭神経,superior laryngeal nerve
N laryngeus recurrens,反回神経,recurrent laryngeal nerve//recurrent nerve
N lingualis,舌神経,lingual nerve
Nn lumbales,腰神経,lumbar nerve
N mandibularis,下顎神経,inferior maxillary nerve
N massetericus,咬筋神経,masseteric nerve
N maxillaris,上顎神経,superior maxillary nerve
N meatus acustici externi,外耳道神経,external acoustic meatus nerve
N medianus,正中神経,median nerve
N meningeus,硬膜神経,meningeal nerve
N mentalis,オトガイ神経,mental nerve
N musculi obturatorii interni,内閉鎖筋神経,nerve to obturator internus
N musculi quadrati femoris,大腿方形筋神経,nerve to quadratus femoris
N musculocutaneus,筋皮神経,musculocutaneous nerve
N mylohyoideus,顎舌骨筋神経,mylohyoid nerve
N nasociliaris,鼻毛様体神経,nasal nerve
N nasopalatinus,鼻口蓋神経,nasopalatine nerve
N obturatorius,閉鎖神経,obturator nerve
N occipitalis major,大後頭神経,greater occipital nerve
N occipitalis minor,小後頭神経,lesser occipital nerve
N occipitalis tertius,第三後頭神経,third occipital nerve
N octavus,内耳神経,--
N oculomotorius,動眼神経,oculomotor nerve
N olfactorius,嗅神経,first cranial nerve〈複 Nn. olfactorii〉
N ophthalmicus,眼神経,ophthalmic nerve//ophthalmic division
N opticus,視神経,optic nerve
N palatinus,口蓋神経,palatine nerve
N palatinus major,大口蓋神経,greater palatine nerve
Nn palatini minores,小口蓋神経,lesser palatine nerve
N pectoralis lateralis,外側胸筋神経,lateral pectoral nerve
N pectoralis medialis,内側胸筋神経,medial pectoral nerve
Nn perineales,会陰神経,perineal nerve
N peroneus commuis,総腓骨神経,common peroneal nerve
N peroneus profundus,総腓骨神経,deep peroneal nerve
N peroneus superficialis,浅腓骨神経,superficial peroneal nerve
N petrosus major,大錐体神経,greater petrosal nerve
N petrosus minor,小錐体神経,lesser petrosal nerve
N petrosus profundus,深錐体神経,deep petrosal nerve
N phrenicus,横隔神経,phrenic nerve
Nn phrenici accessorii,副横隔神経,accessory phrenic nerve
N musculi piriformis,梨状筋神経,nerve to piriformis
N plantaris medialis,内側足底神経,medial plantar nerve
N presacralis,仙骨前神経,presacral nerve〈＝上下腹神経叢〉
N pterygoideus lateralis,外側翼突筋神経,lateral pterygoid nerve†
N radialis,橈骨神経,radial nerve
Nn rectales inferiores,下直腸神経,inferior rectal nerves[pl]〈＝下肛門神経〉
N saphenus,伏在神経,saphenous nerve
Nn scrotales anteriores,前陰嚢神経,anterior scrotal nerve
Nn scrotales posterior,後陰嚢神経,posterior scrotal nerve
N sensorius,感覚神経,sensory nerve
N splanchnicus major,大内臓神経,greater splanchnic nerve
N splanchnicus imus,最下内臓神経,lowest splanchnic nerve
N splanchnicus minor,小内臓神経,lesser splanchnic nerve
Nn splanchnici pelvini,骨盤内臓神経,pelvic splanchnic nerve
Nn splanchnici sacrales,仙骨内臓神経,sacral splanchnic nerve
N stapedius,あぶみ骨筋神経,nerve of stapedius
N sternohyoideus,胸骨舌骨筋神経,sternohyoid nerve
N sternothyroideus,胸骨甲状筋神経,sternothyroid nerve
N subclavius,鎖骨下筋神経,subclavian nerve
N subcostalis,肋下神経,subcostal nerve
N sublingualis,舌下部神経,sublingual nerve
N suboccipitalis,後頭下神経,suboccipital nerve
N subscapularis,肩甲下神経,subscapular nerve
Nn supraclaviculares laterales,外側鎖骨上神経,lateral supraclavicular nerve
N supratrochlearis,滑車上神経,supratrochlear nerve
N suralis,腓腹神経,sural nerve
Nn temporales profundi,深側頭神経,deep temporal nerve
Nn tensoris tympani,鼓膜張筋神経,--
Nn tensoris veli palatini,口蓋帆張筋神経,--
Nn terminales,終神経,terminal nerve
Nn thoracici,胸神経,thoracic nerve
N thoracicus longus,長胸神経,nerve of serratus anterior
N thoracodorsalis,胸背神経,thoracodorsal nerve
N tibialis,脛骨神経,tibial nerve
N transversus colli,頚横神経,anterior cutaneous nerve
N trigeminus,三叉神経,trigeminal nerve
N trochlearis,滑車神経,trochlear nerve
N tympanicus,鼓室神経,tympanic nerve
N ulnaris,尺骨神経,ulnar nerve
N utricularis,卵形嚢神経,utricular nerve
N utriculoampullaris,卵形嚢膨大部神経,ultriculoampullar nerve
Nn vaginales,膣神経,[pl]|vaginal nerve
N vagus,迷走神経,vagal nerve
N vascularis,脈管神経,--
N vertebralis,椎骨動脈神経,vertebral nerve
N vestibularis,前庭神経,vestibular nerve
N vestibulocochlearis,内耳神経,--
N zygomaticofacialis,頬骨顔面神経,zygomaticofacial nerve 
N zygomaticotemporalis,頬骨側頭神経,zygomaticotemporal nerve
N zygomaticus,頬骨神経,zygomatic nerve
nasus,鼻,nose
nasus externus,外鼻,external nose
neocerebellum,新小脳,[E][L]
nervus,神経,nerve〈複 nervi〉
neurohypophysis,神経下垂体,neurohypophysis
noduli lymphatici gastrici,胃リンパ小節,gastric lymphoid nodules[pl]
nodus,リンパ節∥結節,node
nodi accessorii,副神経リンパ節,accessory nodes[pl]
nodi appendiculares,虫垂リンパ節,appendicular node
nodus atrioventricularis,房室結節,atrioventricular node
nodi brachiocephalici,腕頭リンパ節,brachiocephalic node
nodi cervicales laterales,外側頚リンパ節,lateral cervical node
nodus cysticus,胆嚢リンパ節,cystic node
nodi facialis,顔面リンパ節,facial nodes[pl]
nodi gluteales,大殿リンパ節,gluteal nodes[pl]
nodi ileocolici,回結腸リンパ節,ileocolic nodes[pl]
nodi inferiores,下殿リンパ節,inferior nodes[pl]
nodi inguinales superficiales,浅鼠径リンパ節,superficial inguinal nodes[pl]
nodi intermedii,中間腸間膜リンパ節,intermediate nodes[pl]
nodus jugulogastricus,頚静脈二腹筋リンパ節,jugulogastric node
nodus ligamenti arteriosi,動脈管索リンパ節,node of ligamentum arteriosum
nodi linguales,舌リンパ節,lingual nodes[pl]
nodi lymphoidei thoracis,胸部のリンパ節,thoracic lymph nodes[pl]
nodus lymphaticus,リンパ節,lymphatic node
nodi mediastinales anteriores,前縦隔リンパ節,anterior mediastinal nodes[pl]
nodi mediastinales posteriores,後縦隔リンパ節,posterior mediastinal nodes[pl]
nodi mesenterici inferiores,下腸間膜動脈リンパ節|下腸間膜リンパ節,inferior mesenteric node[pl]
nodi mesenterici superiores,上腸間膜動脈リンパ節|上腸間膜リンパ節,superior mesenteric node[pl]
nodi mesocolici,結腸間膜リンパ節,mesocolic node
nodus nasolabialis,鼻唇リンパ節,nasolabial node
nodi occipitales,後頭リンパ節,occipital node
nodi pararectales,直腸傍リンパ節,pararectal node
nodi prepericardiaci,心膜前リンパ節,prepericardial node
nodi phrenici inferiores,下横隔リンパ節,inferior diaphragmatic node
nodi phrenici superiores,上横隔リンパ節,superior diaphragmatic node
nodi poplitei,膝窩リンパ節,popliteal node
nodi postcavales,大静脈後リンパ節,postcaval node〈＝nodi retrocavales〉
nodi precaecales,盲腸前リンパ節,precaecal node
nodi prelaryngei,喉頭前リンパ節,prelaryngeal node
nodi prepharyngei,喉頭前リンパ節,prepharyngeal node
nodi prevertebrales,脊椎前リンパ節,prevertebral nodes[pl]
nodi profundi inferiores,下深リンパ節,inferior deep nodes[pl]
nodi profundi superiores,上深リンパ節,superior deep nodes[pl]
nodi pylorici,幽門リンパ節,pyloric node
nodi retrocaecales,盲腸後リンパ節,retrocaecal node
nodi retrocavales,大静脈後リンパ節,postcaval node〈＝nodi postcavales〉
nodi retropylorici,幽門後リンパ節,retropyloric node
nodi sacrales,仙骨リンパ節,sacral node
nodus sinuatrialis,洞房結節,sinoatrial node
nodi submandibulares,顎下リンパ節,submandibular node
nodi superficiales,浅リンパ節,superficial nodes[pl]
nodi suprapylorici,幽門上リンパ節,suprapyloric node
norma facialis,前面観,norma frontalis[L]
norma frontalis,前面観,norma facialis[L]
norma lateralis,側面観,lateral aspect
norma superior,上面観,norma verticalis[L]
norma verticalis,上面観,norma superior[L]
nucha,項,--
nucleus,核,nucleus
nucleus accumbens,側坐核,nucleus accumbens
nucleus ambiguus,疑核,nucleus ambiguus
nucleus anterior,前核,ventral nucleus
nucleus arcuatus,弓状核,arcuate nucleus
nucleus basalis,基底核,basal nucleus
nucleus caudatus,尾状核,--
nucleus caudalis centralis,正中核,--
nuclei cerebelli,小脳核,cerebellar nucleus
nuclei cochleares,蝸牛神経核,cochlear nucleus
nucleus cochlearis anterior,蝸牛神経前核,＝蝸牛神経腹側核
nucleus cochlearis posterior,蝸牛神経後核,posterior cochlear nucleus
nucleus commisuralis,交連核,commisural nucleus
nucleus commissuralis nervi vagi,迷走神経交連核,commissural nucleus of vagal nerve
nucleus commissuralis rhomboidalis,菱形核,rhomboid nucleus
nucleus dentatus,歯状核,＝小脳外側核|外側核
nucleus emboliformis,栓状核,--
nucleus fastigii,室頂核,--
nucleus gelatinosus solitarius,孤束膠様核,gelatinous solitary nucleus
nucleus globosus,球状核,--
nucleus habenularis lateralis,外側手綱核,lateral habenular nucleus
nucleus habenularis medialis,内側手綱核,medial habenular nucleus
nucleus infundibularis,漏斗核,infundibular nucleus
nucleus intercalatus,介在核,intercalated nucleus
nucleus intermedius solitarius,孤束中間核,intermediate solitary nucleus
nucleus interpeduncularis,脚間核,interpeduncular nucleus
nucleus interstitialis solitarius,孤束間質核,interstitial solitary nucleus
nucleus lentiformis,レンズ核,--
nucleus lentis,水晶体核,nucleus of lens
nucleus linearis intermedius,中間線状核,intermediate linear nucleus
nucleus mamillaris medialis,乳頭体内側核,medial nucleus of mammillary body
nucleus marginalis,辺縁核,marginal nucleus
nucleus medialis anterior,前内側核,ventral medial nucleus
nucleus medialis cerebelli,小脳内側核,[E][L]
nucleus medialis solitarius,孤束内側核,medial solitary nucleus
nucleus motorius nervi trigemini,三叉神経運動核,--
nucleus nervi abducentis,外転神経核,nucleus of abducens nerve
nucleus nervi accessorii,副神経核,--
nucleus nervi facialis,顔面神経核,motor nucleus of facial nerve
nucleus nervi hypoglossi,舌下神経核,nucleus of hypoglossal nerve
nucleus nervi oculomotorii,動眼神経核,oculomotor nucleus
nucleus nervi vagi,迷走神経核,nucleus of vagal nerve
nucleus nervorum cranialium centralis,脳神経核,--
nucleus olivaris,オリーブ核,--
nucleus olivaris principalis,主オリーブ核,principal olivary nucleus
nucleus originis,起始核,nucleus of origin
nucleus paracommissuralis solitarius,孤束交連傍核,paracommissural solitary nucleus
nucleus parasolitarius,孤束傍核,parasolitary nucleus
nucleus paraventricularis anterior,前室傍核,anterior paraventricular nucleus
nucleus paraventricularis posterior,後室傍核,posterior paraventricular nucleus
nucleus perifornicalis,脳弓周囲核,perifornical nucleus
nucleus posterior,後核,posterior nucleus//dorsal nucleus
nuclei posteriores thalami,視床後核群,posterior nuclear complex of thalamus
nucleus posterior nervi vagi,迷走神経背側核,dorsal nucleus of vagal nerve//nucleus dorsalis nervi vagi[L]
nucleus posterolateralis,背外側核,dorsolateral nucleus
nucleus pregeniculatus,膝状体前核,pregeniculate nucleus
nucleus premammillaris dorsalis,背側乳頭体前核,dorsal premammillary nucleus
nucleus premammillaris ventralis,腹側乳頭体前核,ventral premammillary nucleus
nucleus reticularis centralis,中心網様核,central reticular nucleus
nucleus reticularis intermedius,中間網様核,intermediate reticular nucleus
nucleus reticularis lateralis,外側網様核,lateral reticular nucleus
nucleus reticularis medialis,内側網様核,medial reticular nucleus
nucleus ruber,赤核,red nucleus
nucleus salivatorius inferior,下唾液核,inferior salivatory nucleus
nucleus septalis precommissuralis,交連前中隔核,precommissural septal nucleus
nucleus solitarius posterior,背側孤束核,dorsal solitary nucleus
nucleus subhypoglossalis,舌下神経下核,subhypoglossal nucleus
nucleus suprageniculatus,膝状体上核、膝上核,suprageniculate nucleus
nucleus supramammillaris,乳頭体上核,supramammillary nucleus
nuclei tractus solitarii,孤束核,solitary nucleus
nuclei tuberales,隆起核,tuberal nuclei[pl]
nuclei tuberales laterales,外側隆起核,lateral tuberal nuclei[pl]
nucleus tuberomammillaris,隆起乳頭体核,tuberomammillary nucleus
nucleus vestibularis inferior,前庭神経下核,inferior vestibular nucleus
nucleus vestibularis lateralis,前庭神経外側核,lateral vestibular nucleus
nucleus vestibularis medialis,前庭神経内側核,medial vestibular nucleus
